moment	social
Finding an awesome new song to workout to was just what I needed and excited me about my next gym visit.	no
I saw the Tar Heels win in the Final Four.	no
Just a few days ago, I traveled with my wife to Saginaw, MI, and got to see a couple of friends there.	yes
The Boston Celtics looked like they would lose Game 2 to Washington but they changed their lineup and went small and managed tog et the game to overtime and then won.	yes
I started doing exercise again, after a break of 2 months.	no
Planning out a vacation with my wife.	yes
I found my dog after she had run away.	no
I had someone else pay for my lunch while at work.	yes
Another event that made me happy is that I was able to talk to my girlfriend who is on the other side of the country right now.	yes
I called my mother long distance and she told me she was coming to visit and stay with me for a month, I haven't seen her in a year.	yes
I finished an important work project I had been working on for weeks.	no
My neighbor brought over some fresh bread she had baked too much of and it was nice to know someone thinks about us.	yes
Two days ago my brother helped me install solar film on all of the windows of my home, the culmination of many weeks of planning.	yes
I had a delicious buffet in Las Vegas.	no
I received a job offer last night around this time, which is a weird time to get a job offer, but the timing couldn't be perfect.	no
Going to our local  park with my family and having the energy and physical stamina to run and play with my kids made me happy.	yes
I was able to hire someone I'd been pursuing for a long time.	yes
Our grandma came to our house we are so happy to see her	yes
The company that makes my favorite sweatshirt is sending me a new one for free because my old one ripped.	yes
when somebody compliments me sincerely on my work, i felt proud and successfully.	yes
The girl at the coffee shop smiled made nice small talk with me.	yes
My favorite soccer team won the game	no
An event that made me happy is going to a play of my nephews at his school.	yes
I have been caffeine free for 4 days!	no
I went to the gym and rowed.	no
I was able to go home from work early on a beautiful day because my boss noticed I had worked so hard all week.	yes
I earned profit from my new business.	no
Kevin cleaned the cats litter box	yes
A child whom I tutor weekly was about to leave our session with her mother and she raced back to me, grabbed my waist and told me she loved me.	yes
My dad was told he is cancer free.	yes
I bought a new grill and was able to use it over the past weekend and made some really good food with it.	no
Dressing up to go to a dance with my girlfriend and seeing her in the beautiful dress she got.	yes
I cuddled with my cat last night.	no
My niece graduated from Kindergarten last week.	yes
I brought my dog to the dog park for the first time.	no
My family and I laughed while we were eating dinner the other night.	yes
I bought a new tiny washing machine so I do not have to hand wash clothing anymore.	no
I watched Coachella online	no
The event basketball cavs vs golden .Cavs won with Lebron MVP of the mactch made me happy	no
Going to see the movie Logan	no
My husband and I got our initial approval for a mortgage to buy the house we've been wanting.	yes
I went to Las Vegas for my friend's birthday.	yes
I started a romantic relationship with my best friend.	yes
I saw a butterfly land on my cats nose.	yes
I got to see an episode of American Dad that I've never seen before.	no
I purchased a scale model to assemble and paint.	no
Enjoying quality time with my daughter to watch her interact with others made me realize I did a good job raising her.	yes
Having a co worker tell a funny story about someone walking in on her the bathroom.	yes
I bought some brand new clothes for the summer.	no
I have started doing yoga and getting my body into shape	no
MY FRIEND MARRIAGE PARTY	yes
My wife made her chicken soup.	yes
i got a huge profit in my business	no
I was at a music festival dancing with my friends.	yes
Today I got off work early, which was nice because the weather was nice.	no
My brother had another baby with his wife, so now I have 2 nieces!	yes
I was with my friends drinking for a drinking contest during evening.	yes
I had a bad day at work, and after talking to my boyfriend about it, he surprised me by taking me out to my favorite restaurant.	yes
I got orders to go on active duty status, which means more money for my family.	yes
I finally decided on which color bike should i buy for us.	yes
Some vegetables that I had planted had sprouted and I saw green poking through the soil this morning.	no
My 5 year old had his first T-ball game.	yes
When i received healthy appraisal amount in my last appraisal cycle.	no
I had a really good sushi roll.	no
the movie F8 of the Furious took my mind off some issues and made me feel much better.	no
I got to see my best friend and her baby.	yes
I was feeling very upset having to spend the whole weekend with my stepfather whom is very negative all the time and I hate, when my husband took a few minutes letting me ignore the burden and read me a kids story book.	yes
I WENT TO VOCATIONAL TRIP ON MYSORE AND ALSO JOIN MY FAMILY FRIENDS AND RELATION AND I WENT TO MYSORE PALACE THAT IS VERY AMAZING THAT MOMENT ENJOY VERY HAPPY.	yes
Enjoyed watching basketball and eating pizza with my husband last night.	yes
